paper_id,doi,source,provider,pdf_url,license,status,reason,http_status,bytes,elapsed_s
https:__doi.org_10.3390_jpm12122044,https://doi.org/10.3390/jpm12122044,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1007_s40142-019-00162-x,https://doi.org/10.1007/s40142-019-00162-x,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1080_15384047.2018.1491498,https://doi.org/10.1080/15384047.2018.1491498,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.3892_ol.2020.11512,https://doi.org/10.3892/ol.2020.11512,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.6004_jnccn.2018.0036,https://doi.org/10.6004/jnccn.2018.0036,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1016_j.mayocp.2019.07.019,https://doi.org/10.1016/j.mayocp.2019.07.019,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1177_1758835918794630,https://doi.org/10.1177/1758835918794630,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1038_s41467-018-04495-z,https://doi.org/10.1038/s41467-018-04495-z,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1007_s00408-023-00661-3,https://doi.org/10.1007/s00408-023-00661-3,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.3390_genes13030430,https://doi.org/10.3390/genes13030430,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.3390_cancers16112017,https://doi.org/10.3390/cancers16112017,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1111_cge.13514,https://doi.org/10.1111/cge.13514,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.3892_ol.2018.9825,https://doi.org/10.3892/ol.2018.9825,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1016_j.csbj.2018.10.002,https://doi.org/10.1016/j.csbj.2018.10.002,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.3390_ijms22010130,https://doi.org/10.3390/ijms22010130,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.3389_fcell.2021.673374,https://doi.org/10.3389/fcell.2021.673374,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.3390_curroncol31030086,https://doi.org/10.3390/curroncol31030086,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1038_s41698-018-0075-9,https://doi.org/10.1038/s41698-018-0075-9,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1097_ppo.0000000000000500,https://doi.org/10.1097/ppo.0000000000000500,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1158_1055-9965.epi-19-0221,https://doi.org/10.1158/1055-9965.epi-19-0221,openalex,,,,skipped,no_pdf_url,,0,0.0
https:__doi.org_10.1038_s41392-023-01419-2,https://doi.org/10.1038/s41392-023-01419-2,openalex,,,,skipped,no_pdf_url,,0,0.0
10.2147_cmar.s533522,10.2147/CMAR.S533522,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.3389_fnut.2025.1646623,10.3389/fnut.2025.1646623,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1101_2025.09.17.676440,10.1101/2025.09.17.676440,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.5334_aogh.4871,10.5334/aogh.4871,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1159_000548512,10.1159/000548512,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.gene.2025.149782,10.1016/j.gene.2025.149782,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1186_s13244-025-02084-5,10.1186/s13244-025-02084-5,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1007_s13258-025-01680-5,10.1007/s13258-025-01680-5,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.3389_fonc.2025.1648407,10.3389/fonc.2025.1648407,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1155_jnme_2292774,10.1155/jnme/2292774,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.3389_fmolb.2025.1565459,10.3389/fmolb.2025.1565459,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.esmoop.2025.105770,10.1016/j.esmoop.2025.105770,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1073_pnas.2519568122,10.1073/pnas.2519568122,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1158_0008-5472.can-25-0608,10.1158/0008-5472.CAN-25-0608,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1093_humrep_deaf177,10.1093/humrep/deaf177,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1055_a-2698-0433,10.1055/a-2698-0433,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.jare.2025.09.037,10.1016/j.jare.2025.09.037,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.biopha.2025.118594,10.1016/j.biopha.2025.118594,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1002_jev2.70166,10.1002/jev2.70166,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.7759_cureus.90712,10.7759/cureus.90712,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.3791_67193,10.3791/67193,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1128_spectrum.00592-25,10.1128/spectrum.00592-25,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.bneo.2025.100101,10.1016/j.bneo.2025.100101,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1007_s13205-025-04518-9,10.1007/s13205-025-04518-9,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1002_hsr2.71286,10.1002/hsr2.71286,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.isci.2025.113402,10.1016/j.isci.2025.113402,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.3389_fonc.2025.1619346,10.3389/fonc.2025.1619346,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.62347_ebry4326,10.62347/EBRY4326,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1007_s12032-025-03048-x,10.1007/s12032-025-03048-x,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_bs.apcsb.2025.02.002,10.1016/bs.apcsb.2025.02.002,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.stemcr.2025.102643,10.1016/j.stemcr.2025.102643,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.ccell.2025.08.007,10.1016/j.ccell.2025.08.007,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.bios.2025.117984,10.1016/j.bios.2025.117984,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1177_15330338251381404,10.1177/15330338251381404,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1186_s13059-025-03737-w,10.1186/s13059-025-03737-w,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.2196_59647,10.2196/59647,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1073_pnas.2510576122,10.1073/pnas.2510576122,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1016_j.xpro.2025.104042,10.1016/j.xpro.2025.104042,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1001_jamaoncol.2025.3386,10.1001/jamaoncol.2025.3386,pubmed,,,,skipped,no_pdf_url,,0,0.0
10.1001_jamaoncol.2025.3377,10.1001/jamaoncol.2025.3377,pubmed,,,,skipped,no_pdf_url,,0,0.0
66a63daf43253778,,arxiv,arxiv,https://arxiv.org/pdf/1702.02264v1.pdf,,downloaded,,200.0,6749855,4.296131000039168
10.1093_bioinformatics_btae384,10.1093/bioinformatics/btae384,arxiv,arxiv,https://arxiv.org/pdf/2403.03829v1.pdf,,downloaded,,200.0,10648178,3.739124499959871
10.1016_j.celrep.2013.08.028,10.1016/j.celrep.2013.08.028,arxiv,arxiv,https://arxiv.org/pdf/1409.3261v1.pdf,,downloaded,,200.0,2189471,1.2945756999542937
10.1111_biom.12649,10.1111/biom.12649,arxiv,arxiv,https://arxiv.org/pdf/1604.08654v1.pdf,,downloaded,,200.0,556570,0.6450399999739602
563802498821431f,,arxiv,arxiv,https://arxiv.org/pdf/2002.10626v1.pdf,,downloaded,,200.0,541653,0.6578137000324205
10.1371_journal.pone.0061318,10.1371/journal.pone.0061318,arxiv,arxiv,https://arxiv.org/pdf/1212.0504v3.pdf,,downloaded,,200.0,1517230,1.2001906000077724
7e301e2e2b48fa09,,arxiv,arxiv,https://arxiv.org/pdf/1610.09423v2.pdf,,downloaded,,200.0,715857,0.4287286999169737
1bef018c967472b2,,arxiv,arxiv,https://arxiv.org/pdf/2307.00295v1.pdf,,downloaded,,200.0,1718558,1.144895999925211
69e9dcdbe4324ee3,,arxiv,arxiv,https://arxiv.org/pdf/2004.07887v1.pdf,,downloaded,,200.0,2171979,1.4768231000052765
10.1016_j.canlet.2012.11.050,10.1016/j.canlet.2012.11.050,arxiv,arxiv,https://arxiv.org/pdf/1409.3263v1.pdf,,downloaded,,200.0,1649852,0.8372964999871328
7beb83c7b8a94201,,arxiv,arxiv,https://arxiv.org/pdf/2005.10779v2.pdf,,downloaded,,200.0,475866,0.4133787000318989
736a72f0711c399b,,arxiv,arxiv,https://arxiv.org/pdf/1805.07702v1.pdf,,downloaded,,200.0,2023302,0.8713225000537932
a8c973cf7e6a17b5,,arxiv,arxiv,https://arxiv.org/pdf/2112.13271v1.pdf,,downloaded,,200.0,868534,1.200057200039737
0f6c321fa8b7537b,,arxiv,arxiv,https://arxiv.org/pdf/2505.04773v3.pdf,,downloaded,,200.0,707220,0.6895841000368819
53bff27d6b1f6dd6,,arxiv,arxiv,https://arxiv.org/pdf/1812.11178v1.pdf,,downloaded,,200.0,215122,0.3488771999254823
10.1016_j.ygeno.2018.07.002,10.1016/j.ygeno.2018.07.002,arxiv,arxiv,https://arxiv.org/pdf/1802.03800v3.pdf,,downloaded,,200.0,1341363,1.344364200020209
f0adc427a316b08f,,arxiv,arxiv,https://arxiv.org/pdf/2501.15489v1.pdf,,downloaded,,200.0,2015224,1.6396562000736594
10.1186_s13062-015-0086-1,10.1186/s13062-015-0086-1,arxiv,arxiv,https://arxiv.org/pdf/1510.00815v1.pdf,,downloaded,,200.0,2220538,1.5367042000871152
78a041994a0beabe,,arxiv,arxiv,https://arxiv.org/pdf/1811.07054v1.pdf,,downloaded,,200.0,1025035,1.550879399990663
4cc88738c46f53b0,,arxiv,arxiv,https://arxiv.org/pdf/2212.13292v1.pdf,,downloaded,,200.0,542864,0.5700886999256909
10.1016_j.semcancer.2014.04.002,10.1016/j.semcancer.2014.04.002,arxiv,arxiv,https://arxiv.org/pdf/1408.2009v1.pdf,,downloaded,,200.0,4123774,2.4696731000440195
10.1016_j.isci.2025.113579,10.1016/j.isci.2025.113579,arxiv,arxiv,https://arxiv.org/pdf/2502.15868v2.pdf,,downloaded,,200.0,2657001,1.9997115000151098
71ff0ad93773f059,,arxiv,arxiv,https://arxiv.org/pdf/2107.13247v3.pdf,,downloaded,,200.0,9988124,5.714405199978501
99fd9c87462caab8,,arxiv,arxiv,https://arxiv.org/pdf/2211.14847v1.pdf,,downloaded,,200.0,1580629,0.7378486000234261
10.1016_j.jmva.2022.105081,10.1016/j.jmva.2022.105081,arxiv,arxiv,https://arxiv.org/pdf/2110.03145v2.pdf,,downloaded,,200.0,1137360,1.4538092999719083
10.1093_jrsssc_qlad102,10.1093/jrsssc/qlad102,arxiv,arxiv,https://arxiv.org/pdf/2101.05899v3.pdf,,downloaded,,200.0,9387350,4.587773800012656
c43e214a1b0b3688,,arxiv,arxiv,https://arxiv.org/pdf/2006.09856v1.pdf,,downloaded,,200.0,1298307,1.045998900081031
be5f84f76a6aa6c2,,arxiv,arxiv,https://arxiv.org/pdf/2111.06247v1.pdf,,downloaded,,200.0,4395266,2.7019628999987617
cc931588703a0035,,arxiv,arxiv,https://arxiv.org/pdf/2506.00096v2.pdf,,failed,status_404,404.0,0,0.025002900045365095
8d8acf903446b365,,arxiv,arxiv,https://arxiv.org/pdf/1812.05691v2.pdf,,downloaded,,200.0,6178362,2.757212500087917
e3c3301ed856fc52,,arxiv,arxiv,https://arxiv.org/pdf/1210.0286v2.pdf,,failed,status_404,404.0,0,0.015167400008067489
e26d7b9cbb6bc20d,,arxiv,arxiv,https://arxiv.org/pdf/2005.00095v2.pdf,,downloaded,,200.0,1873054,1.03216209996026
967b4923da189409,,arxiv,arxiv,https://arxiv.org/pdf/2205.02944v2.pdf,,downloaded,,200.0,656284,0.4649108999874443
6a6d23d9e44a244e,,arxiv,arxiv,https://arxiv.org/pdf/1501.04268v1.pdf,,downloaded,,200.0,3030935,1.6439289000118151
973761db66a71f6c,,arxiv,arxiv,https://arxiv.org/pdf/1612.09478v1.pdf,,downloaded,,200.0,661652,0.45839200005866587
3866123bd706e942,,arxiv,arxiv,https://arxiv.org/pdf/2007.00887v1.pdf,,downloaded,,200.0,2202404,1.4469260999467224
5739151c5ef74006,,arxiv,arxiv,https://arxiv.org/pdf/1707.04586v1.pdf,,downloaded,,200.0,630872,0.7747430000454187
aa434e62688e0278,,arxiv,arxiv,https://arxiv.org/pdf/2408.09554v4.pdf,,downloaded,,200.0,27575855,15.270079199923202
5fabc94aed1c6170,,arxiv,arxiv,https://arxiv.org/pdf/2202.04799v1.pdf,,downloaded,,200.0,972055,0.9710851000854746
caa2af93ce5c2dc7,,arxiv,arxiv,https://arxiv.org/pdf/1209.2793v1.pdf,,downloaded,,200.0,4764160,3.295578100020066
